"DATE","MINUTE","PLAYER","TEAM","OPPOSITION","Shot","X","Y"
12/06/2014,1,"Kovacic","Croatia","Brazil","Miss",76.2,72.8
12/06/2014,6,"David Luiz","Brazil","Croatia","Attempt Saved",90.9,52.6
12/06/2014,7,"Olic","Croatia","Brazil","Miss",91.3,57.5
12/06/2014,9,"Paulinho","Brazil","Croatia","Blocked",73.1,39.8
12/06/2014,11,"Jelavic","Croatia","Brazil","Miss",90.9,57.3
12/06/2014,11,"Marcelo","Croatia","Brazil","Goal",93.9,50.9
12/06/2014,16,"Neymar","Brazil","Croatia","Blocked",76.9,42.7
12/06/2014,21,"Paulinho","Brazil","Croatia","Attempt Saved",91.6,32
12/06/2014,22,"Oscar","Brazil","Croatia","Attempt Saved",77.2,36.5
12/06/2014,22,"Hulk","Brazil","Croatia","Miss",94.9,73.6
12/06/2014,29,"Neymar","Brazil","Croatia","Goal",76.9,56.1
12/06/2014,29,"Jelavic","Croatia","Brazil","Attempt Saved",91.9,38.4
12/06/2014,41,"Dani Alves","Brazil","Croatia","Blocked",78.5,25.8
12/06/2014,42,"Neymar","Brazil","Croatia","Blocked",78.1,32.2
12/06/2014,45,"Hulk","Brazil","Croatia","Miss",90.7,28.9
12/06/2014,56,"Perisic","Croatia","Brazil","Miss",75.2,38.2
12/06/2014,67,"Dani Alves","Brazil","Croatia","Miss",71.9,52.6
12/06/2014,71,"Neymar","Brazil","Croatia","Goal",88.5,50
12/06/2014,73,"Lovren","Croatia","Brazil","Miss",91,60.4
12/06/2014,77,"David Luiz","Brazil","Croatia","Miss",95.4,52.4
12/06/2014,86,"Modric","Croatia","Brazil","Attempt Saved",69.4,58.1
12/06/2014,88,"Corluka","Croatia","Brazil","Miss",87.5,57.5
12/06/2014,90,"Brozovic","Croatia","Brazil","Blocked",92.7,30.5
12/06/2014,90,"Oscar","Brazil","Croatia","Goal",79.1,58.8
12/06/2014,90,"Perisic","Croatia","Brazil","Attempt Saved",75.2,34.2
12/06/2014,90,"Brozovic","Croatia","Brazil","Miss",72.5,59.6
13/06/2014,7,"Layún","Mexico","Cameroon","Attempt Saved",74.9,71.5
13/06/2014,9,"Herrera","Mexico","Cameroon","Miss",77.5,50.3
13/06/2014,18,"Assou-Ekotto","Cameroon","Mexico","Miss",70.4,55.2
13/06/2014,18,"Mbia","Cameroon","Mexico","Miss",91.8,53
13/06/2014,21,"Eto'o","Cameroon","Mexico","Post",88.9,53.8
13/06/2014,23,"Choupo-Moting","Cameroon","Mexico","Miss",95.4,54.6
13/06/2014,24,"Chedjou","Cameroon","Mexico","Miss",81.3,73.3
13/06/2014,27,"Márquez","Mexico","Cameroon","Miss",92.5,52.8
13/06/2014,35,"Assou-Ekotto","Cameroon","Mexico","Blocked",68.7,50.7
13/06/2014,45,"Enoh","Cameroon","Mexico","Miss",71.1,42.2
13/06/2014,48,"Peralta","Mexico","Cameroon","Attempt Saved",92.2,35.1
13/06/2014,58,"Assou-Ekotto","Cameroon","Mexico","Blocked",73.7,47.3
13/06/2014,59,"Chedjou","Cameroon","Mexico","Miss",90.3,53.4
13/06/2014,61,"dos Santos","Mexico","Cameroon","Attempt Saved",87.2,44.9
13/06/2014,61,"Peralta","Mexico","Cameroon","Goal",88.6,48.7
13/06/2014,63,"Guardado","Mexico","Cameroon","Miss",75.4,69.4
13/06/2014,78,"Layún","Mexico","Cameroon","Miss",72.7,44.5
13/06/2014,80,"Eto'o","Cameroon","Mexico","Blocked",76.4,69.7
13/06/2014,81,"N'Koulou","Cameroon","Mexico","Miss",91.8,51.3
13/06/2014,85,"Choupo-Moting","Cameroon","Mexico","Blocked",83.5,67.8
13/06/2014,90,"Moukandjo","Cameroon","Mexico","Attempt Saved",90.7,47
13/06/2014,90,"Hernández","Mexico","Cameroon","Miss",94,52.5
13/06/2014,8,"Sneijder","Holland","Spain","Attempt Saved",86.4,38.6
13/06/2014,10,"Iniesta","Spain","Holland","Miss",75.8,65.8
13/06/2014,13,"Diego Costa","Spain","Holland","Blocked",90.4,64
13/06/2014,18,"Diego Costa","Spain","Holland","Miss",88.3,28.3
13/06/2014,23,"Ramos","Spain","Holland","Miss",91.3,47.2
13/06/2014,27,"Alonso","Spain","Holland","Goal",88.5,50
13/06/2014,35,"de Jong","Holland","Spain","Attempt Saved",76.7,69.1
13/06/2014,43,"Silva","Spain","Holland","Attempt Saved",89.5,63.3
13/06/2014,44,"van Persie","Holland","Spain","Goal",84.8,50.9
13/06/2014,50,"Iniesta","Spain","Holland","Attempt Saved",72.7,48.2
13/06/2014,53,"Robben","Holland","Spain","Goal",89.4,47.8
13/06/2014,60,"van Persie","Holland","Spain","Post",90.3,30.1
13/06/2014,64,"de Vrij","Holland","Spain","Goal",99,45.2
13/06/2014,64,"de Vrij","Holland","Spain","Post",98,45.4
13/06/2014,67,"Silva","Spain","Holland","Blocked",85,51.1
13/06/2014,67,"Pedro","Spain","Holland","Attempt Saved",91.3,57.3
13/06/2014,69,"van Persie","Holland","Spain","Attempt Saved",78.5,63.9
13/06/2014,72,"van Persie","Holland","Spain","Goal",89.6,45.6
13/06/2014,76,"Ramos","Spain","Holland","Miss",73.2,59
13/06/2014,80,"Robben","Holland","Spain","Goal",91.2,54.2
13/06/2014,87,"Robben","Holland","Spain","Attempt Saved",81.3,33.1
13/06/2014,87,"Wijnaldum","Holland","Spain","Attempt Saved",86.9,51.1
13/06/2014,88,"Sneijder","Holland","Spain","Blocked",78.7,46.4
13/06/2014,90,"Sneijder","Holland","Spain","Miss",89.5,56.7
13/06/2014,12,"Sánchez","Chile","Australia","Goal",94.6,42.3
13/06/2014,14,"Valdívia","Chile","Australia","Goal",84.2,50.5
13/06/2014,19,"Oar","Australia","Chile","Miss",72.2,54
13/06/2014,22,"Oar","Australia","Chile","Miss",77.9,61.7
13/06/2014,24,"Vidal","Chile","Australia","Miss",89.4,32.2
13/06/2014,33,"Mena","Chile","Australia","Blocked",87.8,62.3
13/06/2014,35,"Cahill","Australia","Chile","Goal",95.3,56.9
13/06/2014,37,"Cahill","Australia","Chile","Attempt Saved",93.6,31.2
13/06/2014,38,"Isla","Chile","Australia","Blocked",97,31.4
13/06/2014,51,"Cahill","Australia","Chile","Miss",90.8,46.1
13/06/2014,56,"Bresciano","Australia","Chile","Attempt Saved",89,40.4
13/06/2014,56,"Bresciano","Australia","Chile","Attempt Saved",99.2,39.4
13/06/2014,59,"Cahill","Australia","Chile","Miss",96,42.5
13/06/2014,61,"Vargas","Chile","Australia","Blocked",93.3,56.5
13/06/2014,62,"Bresciano","Australia","Chile","Miss",83.5,37.9
13/06/2014,65,"Leckie","Australia","Chile","Miss",87.2,55.7
13/06/2014,70,"Cahill","Australia","Chile","Miss",91.9,44.5
13/06/2014,70,"Díaz","Chile","Australia","Blocked",73.4,42.1
13/06/2014,84,"Milligan","Australia","Chile","Blocked",72.1,48.9
13/06/2014,85,"Sánchez","Chile","Australia","Miss",80,70.6
13/06/2014,87,"Leckie","Australia","Chile","Blocked",83.8,72.7
13/06/2014,90,"Beausejour","Chile","Australia","Goal",81.5,69.3
13/06/2014,90,"Pinilla","Chile","Australia","Attempt Saved",89.9,57.2
14/06/2014,5,"Maniatis","Greece","Colombia","Attempt Saved",74.4,30.9
14/06/2014,5,"Armero","Colombia","Greece","Goal",86.4,51.3
14/06/2014,6,"Kone","Greece","Colombia","Miss",87.6,60.6
14/06/2014,11,"Holebas","Greece","Colombia","Blocked",70.9,36.9
14/06/2014,18,"Rodríguez","Colombia","Greece","Attempt Saved",73.2,49.9
14/06/2014,28,"Torosidis","Greece","Colombia","Miss",91.3,48
14/06/2014,30,"Kone","Greece","Colombia","Miss",82.1,34.7
14/06/2014,33,"Cuadrado","Colombia","Greece","Miss",68,51.5
14/06/2014,37,"Rodríguez","Colombia","Greece","Miss",96.6,33.7
14/06/2014,42,"Yepes","Colombia","Greece","Miss",86.6,50.7
14/06/2014,44,"Cuadrado","Colombia","Greece","Miss",94,31.6
14/06/2014,45,"Kone","Greece","Colombia","Attempt Saved",79.2,52.4
14/06/2014,49,"Salpingidis","Greece","Colombia","Blocked",83.4,27.9
14/06/2014,49,"Rodríguez","Colombia","Greece","Attempt Saved",79.1,62.1
14/06/2014,53,"Rodríguez","Colombia","Greece","Blocked",74.3,31.8
14/06/2014,54,"Cuadrado","Colombia","Greece","Miss",73.5,36.9
14/06/2014,58,"Gutiérrez","Colombia","Greece","Goal",97.7,53.2
14/06/2014,63,"Gekas","Greece","Colombia","Post",94.6,49.3
14/06/2014,67,"Rodríguez","Colombia","Greece","Blocked",80.4,26.8
14/06/2014,70,"Mitroglou","Greece","Colombia","Blocked",75.7,49.6
14/06/2014,75,"Maniatis","Greece","Colombia","Blocked",71.9,40.4
14/06/2014,77,"Arias","Colombia","Greece","Attempt Saved",80.6,68.8
14/06/2014,85,"Samaras","Greece","Colombia","Miss",75,47.8
14/06/2014,90,"Rodríguez","Colombia","Greece","Goal",86.9,40
14/06/2014,7,"Arévalo Rios","Uruguay","Costa Rica","Blocked",70.7,67.2
14/06/2014,12,"Ruiz","Costa Rica","Uruguay","Miss",91.5,49.5
14/06/2014,15,"Cáceres","Uruguay","Costa Rica","Blocked",72.8,69.6
14/06/2014,16,"Cavani","Uruguay","Costa Rica","Miss",91.3,36.9
14/06/2014,24,"Cavani","Uruguay","Costa Rica","Goal",88.5,50
14/06/2014,26,"Forlán","Uruguay","Costa Rica","Miss",91,72.6
14/06/2014,27,"Campbell","Costa Rica","Uruguay","Miss",68.4,36.6
14/06/2014,31,"Gonzalez","Costa Rica","Uruguay","Blocked",94.2,65.1
14/06/2014,40,"Forlán","Uruguay","Costa Rica","Miss",79.3,55
14/06/2014,44,"Forlán","Uruguay","Costa Rica","Attempt Saved",83.5,72.6
14/06/2014,45,"Campbell","Costa Rica","Uruguay","Miss",87.6,42.1
14/06/2014,50,"Duarte","Costa Rica","Uruguay","Miss",96.9,58.8
14/06/2014,50,"Duarte","Costa Rica","Uruguay","Attempt Saved",96.4,59.8
14/06/2014,52,"Cavani","Uruguay","Costa Rica","Miss",75.4,65.5
14/06/2014,54,"Campbell","Costa Rica","Uruguay","Goal",89.4,59
14/06/2014,57,"Duarte","Costa Rica","Uruguay","Goal",96.2,59.6
14/06/2014,64,"Campbell","Costa Rica","Uruguay","Miss",71.4,45.4
14/06/2014,66,"Ruiz","Costa Rica","Uruguay","Miss",90.1,43.4
14/06/2014,69,"Borges","Costa Rica","Uruguay","Miss",73.5,31.4
14/06/2014,70,"Cavani","Uruguay","Costa Rica","Attempt Saved",88.4,43.7
14/06/2014,77,"Gonzalez","Costa Rica","Uruguay","Miss",90.7,42.7
14/06/2014,84,"Ureña","Costa Rica","Uruguay","Goal",93.9,30.3
14/06/2014,4,"Sterling","England","Italy","Miss",75.4,30.7
14/06/2014,5,"Henderson","England","Italy","Attempt Saved",76.2,28
14/06/2014,8,"Chiellini","Italy","England","Miss",88.3,70.8
14/06/2014,11,"Welbeck","England","Italy","Miss",73.5,46.2
14/06/2014,16,"Johnson","England","Italy","Miss",77.4,27
14/06/2014,19,"Candreva","Italy","England","Attempt Saved",68.2,42.5
14/06/2014,23,"Balotelli","Italy","England","Miss",73.5,52.8
14/06/2014,28,"Candreva","Italy","England","Miss",76.2,23.7
14/06/2014,33,"Balotelli","Italy","England","Miss",93.7,43.9
14/06/2014,35,"Marchisio","Italy","England","Goal",74.6,42.7
14/06/2014,37,"Sturridge","England","Italy","Goal",96,45
14/06/2014,41,"Henderson","England","Italy","Blocked",68.2,45.4
14/06/2014,45,"Balotelli","Italy","England","Blocked",95.5,76.4
14/06/2014,45,"Darmian","Italy","England","Miss",75.1,35.7
14/06/2014,45,"Candreva","Italy","England","Post",92.6,69.5
14/06/2014,49,"Sturridge","England","Italy","Attempt Saved",74.5,36.3
14/06/2014,50,"Balotelli","Italy","England","Goal",96.7,56.4
14/06/2014,54,"Rooney","England","Italy","Miss",80.3,30.4
14/06/2014,55,"Sterling","England","Italy","Blocked",84.6,32.4
14/06/2014,61,"Sturridge","England","Italy","Miss",76.1,52.1
14/06/2014,62,"Rooney","England","Italy","Miss",87.9,62.7
14/06/2014,63,"Darmian","Italy","England","Blocked",92.2,43.5
14/06/2014,64,"Barkley","England","Italy","Attempt Saved",87,66.8
14/06/2014,68,"Candreva","Italy","England","Miss",78.4,24.2
14/06/2014,72,"Johnson","England","Italy","Miss",75.5,30.3
14/06/2014,77,"Baines","England","Italy","Attempt Saved",77.6,32.5
14/06/2014,85,"Gerrard","England","Italy","Miss",80.4,70.8
14/06/2014,87,"Rooney","England","Italy","Miss",79.3,57.1
14/06/2014,89,"Sterling","England","Italy","Miss",82.2,33.6
14/06/2014,90,"Pirlo","Italy","England","Post",73.8,67.3
14/06/2014,90,"Sterling","England","Italy","Miss",77.1,33.6
15/06/2014,6,"Bony","Ivory Coast","Japan","Blocked",90.9,36.9
15/06/2014,7,"Gervinho","Ivory Coast","Japan","Blocked",94.4,28.3
15/06/2014,16,"Honda","Japan","Ivory Coast","Goal",86.5,67.9
15/06/2014,20,"Uchida","Japan","Ivory Coast","Attempt Saved",89.4,27.7
15/06/2014,24,"Yaya Touré","Ivory Coast","Japan","Miss",75.9,56.4
15/06/2014,27,"Kalou","Ivory Coast","Japan","Miss",75.2,44.6
15/06/2014,31,"Boka","Ivory Coast","Japan","Miss",77,37.3
15/06/2014,34,"Gervinho","Ivory Coast","Japan","Blocked",88.2,34.7
15/06/2014,35,"Boka","Ivory Coast","Japan","Attempt Saved",72.5,58.2
15/06/2014,36,"Honda","Japan","Ivory Coast","Blocked",79.5,52.2
15/06/2014,39,"Gervinho","Ivory Coast","Japan","Blocked",88.8,63.5
15/06/2014,39,"Bony","Ivory Coast","Japan","Miss",86.5,50.9
15/06/2014,43,"Kalou","Ivory Coast","Japan","Miss",92.5,61
15/06/2014,44,"Kalou","Ivory Coast","Japan","Blocked",95.2,44.1
15/06/2014,45,"Boka","Ivory Coast","Japan","Attempt Saved",90.2,80.8
15/06/2014,48,"Bony","Ivory Coast","Japan","Miss",93.6,47.2
15/06/2014,48,"Aurier","Ivory Coast","Japan","Blocked",85.6,28.6
15/06/2014,50,"Hasebe","Japan","Ivory Coast","Miss",84,70.9
15/06/2014,51,"Yamaguchi","Japan","Ivory Coast","Miss",73.5,52.4
15/06/2014,58,"Gervinho","Ivory Coast","Japan","Miss",92.9,43.5
15/06/2014,60,"Kalou","Ivory Coast","Japan","Miss",72,54.6
15/06/2014,64,"Bony","Ivory Coast","Japan","Goal",91.2,42.8
15/06/2014,66,"Gervinho","Ivory Coast","Japan","Goal",90.3,37
15/06/2014,68,"Honda","Japan","Ivory Coast","Miss",82.5,49.3
15/06/2014,77,"Yaya Touré","Ivory Coast","Japan","Miss",73.3,42.1
15/06/2014,80,"Okubo","Japan","Ivory Coast","Blocked",80.4,73.9
15/06/2014,82,"Drogba","Ivory Coast","Japan","Attempt Saved",73.4,53
15/06/2014,85,"Drogba","Ivory Coast","Japan","Blocked",84.8,54.6
15/06/2014,13,"Xhaka","Switzerland","Ecuador","Miss",71.8,65.3
15/06/2014,16,"Shaqiri","Switzerland","Ecuador","Attempt Saved",80.5,62.9
15/06/2014,18,"Antonio Valencia","Ecuador","Switzerland","Blocked",86,69
15/06/2014,19,"Rodriguez","Switzerland","Ecuador","Attempt Saved",78.2,84.3
15/06/2014,22,"Enner Valencia","Ecuador","Switzerland","Goal",95.2,50.9
15/06/2014,25,"Shaqiri","Switzerland","Ecuador","Blocked",73.4,42.9
15/06/2014,28,"Stocker","Switzerland","Ecuador","Miss",95,38.2
15/06/2014,34,"Behrami","Switzerland","Ecuador","Attempt Saved",92.5,57.7
15/06/2014,35,"Shaqiri","Switzerland","Ecuador","Blocked",81.5,58.8
15/06/2014,36,"Inler","Switzerland","Ecuador","Attempt Saved",77.9,74
15/06/2014,38,"Xhaka","Switzerland","Ecuador","Blocked",73.6,59.8
15/06/2014,44,"Montero","Ecuador","Switzerland","Blocked",82.1,54
15/06/2014,45,"Walter Ayoví","Ecuador","Switzerland","Miss",77.6,66.2
15/06/2014,47,"Lichtsteiner","Switzerland","Ecuador","Blocked",76.4,35.9
15/06/2014,48,"Mehmedi","Switzerland","Ecuador","Goal",96.4,51.8
15/06/2014,49,"Inler","Switzerland","Ecuador","Miss",71.9,51.1
15/06/2014,52,"Erazo","Ecuador","Switzerland","Miss",93.3,52.4
15/06/2014,57,"Gruezo","Ecuador","Switzerland","Miss",74.4,71.3
15/06/2014,58,"Mehmedi","Switzerland","Ecuador","Blocked",88.6,45.1
15/06/2014,59,"Enner Valencia","Ecuador","Switzerland","Miss",81.6,49.7
15/06/2014,61,"Noboa","Ecuador","Switzerland","Attempt Saved",72.2,74
15/06/2014,66,"Montero","Ecuador","Switzerland","Attempt Saved",94.2,70.7
15/06/2014,69,"Xhaka","Switzerland","Ecuador","Blocked",66.8,35.9
15/06/2014,73,"Shaqiri","Switzerland","Ecuador","Miss",95.6,66.6
15/06/2014,82,"Shaqiri","Switzerland","Ecuador","Blocked",78.8,66
15/06/2014,86,"Arroyo","Ecuador","Switzerland","Attempt Saved",71.5,51.6
15/06/2014,90,"Seferovic","Switzerland","Ecuador","Goal",95.4,53.4
15/06/2014,1,"Wilson Palacios","Honduras","France","Miss",70.6,61.5
15/06/2014,6,"Griezmann","France","Honduras","Blocked",84.4,45.4
15/06/2014,10,"Benzema","France","Honduras","Miss",82.4,52.8
15/06/2014,15,"Matuidi","France","Honduras","Attempt Saved",89.5,57.9
15/06/2014,16,"Valbuena","France","Honduras","Blocked",76.1,52.8
15/06/2014,22,"Cabaye","France","Honduras","Miss",74.6,49.4
15/06/2014,23,"Griezmann","France","Honduras","Post",95.7,46.6
15/06/2014,24,"Benzema","France","Honduras","Miss",89.9,45.4
15/06/2014,35,"Figueroa","Honduras","France","Miss",61.7,93.1
15/06/2014,41,"Benzema","France","Honduras","Blocked",96.3,66.7
15/06/2014,45,"Valbuena","France","Honduras","Attempt Saved",91.7,88
15/06/2014,45,"Benzema","France","Honduras","Goal",88.5,50
15/06/2014,48,"Benzema","France","Honduras","Post",93.2,60.8
15/06/2014,48,"Valladares","France","Honduras","Goal",99.2,53.1
15/06/2014,54,"Debuchy","France","Honduras","Miss",81.9,28.3
15/06/2014,55,"Benzema","France","Honduras","Attempt Saved",91.9,50.5
15/06/2014,56,"Valbuena","France","Honduras","Miss",87.3,65.3
15/06/2014,60,"Cabaye","France","Honduras","Miss",72.4,47.2
15/06/2014,64,"Matuidi","France","Honduras","Miss",92.9,55.7
15/06/2014,68,"Óscar García","Honduras","France","Attempt Saved",91.9,67
15/06/2014,72,"Debuchy","France","Honduras","Blocked",77.4,37.7
15/06/2014,72,"Benzema","France","Honduras","Goal",94.7,32.8
15/06/2014,75,"Beckeles","Honduras","France","Miss",75.2,33.6
15/06/2014,89,"Griezmann","France","Honduras","Blocked",92.3,66.4
15/06/2014,90,"Matuidi","France","Honduras","Miss",79.1,60.3
15/06/2014,3,"Kolasinac","Argentina","Bosnia and Herzegovina","Goal",96.2,44.7
15/06/2014,3,"Rojo","Argentina","Bosnia and Herzegovina","Miss",92.5,52.2
15/06/2014,5,"Di María","Argentina","Bosnia and Herzegovina","Blocked",71.9,66
15/06/2014,15,"Pjanic","Bosnia and Herzegovina","Argentina","Blocked",73.1,46.3
15/06/2014,18,"Agüero","Argentina","Bosnia and Herzegovina","Blocked",90.9,69.3
15/06/2014,21,"Messi","Argentina","Bosnia and Herzegovina","Blocked",89.9,35.1
15/06/2014,25,"Lulic","Bosnia and Herzegovina","Argentina","Blocked",77.7,58.1
15/06/2014,31,"Maxi Rodríguez","Argentina","Bosnia and Herzegovina","Miss",74.1,37.7
15/06/2014,32,"Mascherano","Argentina","Bosnia and Herzegovina","Attempt Saved",75.6,39.1
15/06/2014,33,"Dzeko","Bosnia and Herzegovina","Argentina","Miss",78.8,55.1
15/06/2014,41,"Lulic","Bosnia and Herzegovina","Argentina","Attempt Saved",91.2,44
15/06/2014,41,"Hajrovic","Bosnia and Herzegovina","Argentina","Attempt Saved",71.7,60
15/06/2014,43,"Besic","Bosnia and Herzegovina","Argentina","Miss",71.7,64.5
15/06/2014,46,"Misimovic","Bosnia and Herzegovina","Argentina","Blocked",75.6,54.6
15/06/2014,50,"Hajrovic","Bosnia and Herzegovina","Argentina","Attempt Saved",75.7,41.3
15/06/2014,54,"Hajrovic","Bosnia and Herzegovina","Argentina","Attempt Saved",78.3,25.2
15/06/2014,55,"Agüero","Argentina","Bosnia and Herzegovina","Miss",87.9,66.6
15/06/2014,61,"Besic","Bosnia and Herzegovina","Argentina","Miss",68.5,57.6
15/06/2014,64,"Messi","Argentina","Bosnia and Herzegovina","Miss",72.1,52.1
15/06/2014,65,"Messi","Argentina","Bosnia and Herzegovina","Goal",82.5,51.5
15/06/2014,69,"Hajrovic","Bosnia and Herzegovina","Argentina","Miss",80.8,30.3
15/06/2014,76,"Agüero","Argentina","Bosnia and Herzegovina","Miss",78.9,29.8
15/06/2014,78,"Higuaín","Argentina","Bosnia and Herzegovina","Miss",90.9,51.1
15/06/2014,81,"Pjanic","Bosnia and Herzegovina","Argentina","Blocked",80.8,32.8
15/06/2014,81,"Medunjanin","Bosnia and Herzegovina","Argentina","Blocked",76.1,59.9
15/06/2014,84,"Ibisevic","Bosnia and Herzegovina","Argentina","Goal",93.1,68.7
15/06/2014,84,"Visca","Bosnia and Herzegovina","Argentina","Attempt Saved",72.5,40.1
15/06/2014,87,"Medunjanin","Bosnia and Herzegovina","Argentina","Miss",76.1,67.8
15/06/2014,90,"Messi","Argentina","Bosnia and Herzegovina","Miss",95,34.5
16/06/2014,3,"Moses","Nigeria","Iran","Attempt Saved",80.5,58.4
16/06/2014,9,"Onazi","Nigeria","Iran","Miss",88,40.2
16/06/2014,31,"Musa","Nigeria","Iran","Attempt Saved",72.4,84.5
16/06/2014,34,"Ghoochannejhad","Iran","Nigeria","Attempt Saved",95,42.5
16/06/2014,39,"Onazi","Nigeria","Iran","Miss",69.7,64.1
16/06/2014,40,"Emenike","Nigeria","Iran","Miss",78.9,77.5
16/06/2014,42,"Nekounam","Iran","Nigeria","Blocked",77.6,33.8
16/06/2014,46,"Teymourian","Iran","Nigeria","Blocked",66.3,48.5
16/06/2014,50,"Ghoochannejhad","Iran","Nigeria","Miss",79.5,35.5
16/06/2014,51,"Nekounam","Iran","Nigeria","Blocked",85.8,51.3
16/06/2014,58,"Emenike","Nigeria","Iran","Miss",89,24.8
16/06/2014,61,"Hajsafi","Iran","Nigeria","Miss",72.5,67.2
16/06/2014,63,"Ghoochannejhad","Iran","Nigeria","Miss",68.4,51.3
16/06/2014,64,"Mikel","Nigeria","Iran","Blocked",71.2,49.3
16/06/2014,67,"Ghoochannejhad","Iran","Nigeria","Miss",84.9,50.5
16/06/2014,76,"Onazi","Nigeria","Iran","Attempt Saved",73.8,53
16/06/2014,81,"Teymourian","Iran","Nigeria","Miss",74.1,40.6
16/06/2014,87,"Shola Ameobi","Nigeria","Iran","Attempt Saved",89,59
16/06/2014,90,"Shola Ameobi","Nigeria","Iran","Blocked",90,61.2
16/06/2014,5,"Hugo Almeida","Portugal","Germany","Attempt Saved",84.9,37.7
16/06/2014,6,"Ronaldo","Portugal","Germany","Miss",71.9,72.8
16/06/2014,8,"Khedira","Germany","Portugal","Miss",72.1,32.2
16/06/2014,8,"Ronaldo","Portugal","Germany","Attempt Saved",93,71.1
16/06/2014,12,"Müller","Germany","Portugal","Goal",88.5,50
16/06/2014,14,"Veloso","Portugal","Germany","Blocked",68.2,50.1
16/06/2014,25,"Nani","Portugal","Germany","Miss",81.9,27.7
16/06/2014,31,"Götze","Germany","Portugal","Blocked",85,50.3
16/06/2014,32,"Hummels","Germany","Portugal","Goal",92.3,51.8
16/06/2014,36,"Eder","Portugal","Germany","Miss",92.2,53.4
16/06/2014,40,"Götze","Germany","Portugal","Miss",87.3,66.8
16/06/2014,40,"Kroos","Germany","Portugal","Blocked",73.2,50.9
16/06/2014,42,"Götze","Germany","Portugal","Attempt Saved",90.8,46.3
16/06/2014,45,"Müller","Germany","Portugal","Goal",87.2,53
16/06/2014,51,"Özil","Germany","Portugal","Attempt Saved",89,42.5
16/06/2014,51,"Müller","Germany","Portugal","Miss",93.5,57.5
16/06/2014,60,"Ronaldo","Portugal","Germany","Blocked",75.9,67
16/06/2014,66,"Ronaldo","Portugal","Germany","Blocked",72.5,30.3
16/06/2014,68,"Nani","Portugal","Germany","Blocked",87.2,68.4
16/06/2014,69,"Götze","Germany","Portugal","Blocked",86,54.8
16/06/2014,75,"Nani","Portugal","Germany","Attempt Saved",74.8,55.3
16/06/2014,78,"Müller","Germany","Portugal","Goal",96.7,46.8
16/06/2014,78,"Lahm","Germany","Portugal","Blocked",84.9,48
16/06/2014,82,"Ronaldo","Portugal","Germany","Blocked",75.2,48.7
16/06/2014,85,"Ronaldo","Portugal","Germany","Blocked",70.1,51.2
16/06/2014,90,"Ronaldo","Portugal","Germany","Attempt Saved",72.7,48
16/06/2014,1,"Dempsey","USA","Ghana","Goal",91.2,66
16/06/2014,7,"Altidore","USA","Ghana","Miss",88.2,46.1
16/06/2014,19,"Altidore","USA","Ghana","Blocked",90.2,55
16/06/2014,24,"Boye","Ghana","USA","Miss",93.3,65.3
16/06/2014,26,"Bedoya","USA","Ghana","Miss",71.3,32.1
16/06/2014,29,"Atsu","Ghana","USA","Miss",75.6,59.8
16/06/2014,29,"Atsu","Ghana","USA","Blocked",73.5,37.3
16/06/2014,32,"Gyan","Ghana","USA","Attempt Saved",78.4,70.5
16/06/2014,39,"Gyan","Ghana","USA","Miss",86.8,44.1
16/06/2014,42,"Jóhannsson","USA","Ghana","Miss",78.9,41
16/06/2014,45,"Jordan Ayew","Ghana","USA","Blocked",85.8,44.7
16/06/2014,52,"Atsu","Ghana","USA","Miss",77.9,25.4
16/06/2014,55,"Muntari","Ghana","USA","Miss",71.7,48.7
16/06/2014,56,"Gyan","Ghana","USA","Miss",91,55.5
16/06/2014,58,"Gyan","Ghana","USA","Miss",86.2,43.7
16/06/2014,62,"Atsu","Ghana","USA","Miss",77.9,34
16/06/2014,63,"Jones","USA","Ghana","Attempt Saved",72.8,42.7
16/06/2014,64,"Gyan","Ghana","USA","Blocked",85,47.2
16/06/2014,64,"Boateng","Ghana","USA","Miss",85.6,37.5
16/06/2014,65,"Asamoah","Ghana","USA","Attempt Saved",70.9,73.2
16/06/2014,68,"Boateng","Ghana","USA","Miss",69.9,51.8
16/06/2014,76,"André Ayew","Ghana","USA","Miss",91.7,51.9
16/06/2014,79,"Dempsey","USA","Ghana","Attempt Saved",81.2,54.6
16/06/2014,82,"André Ayew","Ghana","USA","Goal",89.7,62.5
16/06/2014,86,"Brooks","USA","Ghana","Goal",91.6,47.4
16/06/2014,88,"Boateng","Ghana","USA","Blocked",90.3,35.1
16/06/2014,89,"Essien","Ghana","USA","Blocked",89.7,44.5
16/06/2014,89,"Mensah","Ghana","USA","Miss",85.9,58.3
16/06/2014,90,"Muntari","Ghana","USA","Miss",73.9,59
17/06/2014,17,"van Buyten","Belgium","Algeria","Blocked",64.2,29.7
17/06/2014,18,"Mahrez","Algeria","Belgium","Miss",91.6,72.1
17/06/2014,21,"Witsel","Belgium","Algeria","Attempt Saved",70.8,48.8
17/06/2014,24,"Feghouli","Algeria","Belgium","Goal",88.5,50
17/06/2014,27,"Dembélé","Belgium","Algeria","Miss",74.1,70.9
17/06/2014,30,"De Bruyne","Belgium","Algeria","Miss",72.3,77.2
17/06/2014,34,"Witsel","Belgium","Algeria","Attempt Saved",71.1,49
17/06/2014,35,"Chadli","Belgium","Algeria","Attempt Saved",74.3,69.7
17/06/2014,39,"Vertonghen","Belgium","Algeria","Miss",76.7,37.6
